,startoftext,watch</w>,moment</w>,person</w>,sm,acks</w>,person</w>,endoftext
frame_1992,130670.26436328888,119505.80775737762,114520.48271894455,112245.67145109177,119089.7598862648,120870.38904428482,118402.4065732956,164695.26290893555
frame_1993,130493.74520778656,127130.32960891724,114489.98004198074,113596.41700983047,119488.73847723007,122713.08898925781,116966.66479110718,155121.02842330933
frame_1994,136537.46247291565,118161.44734621048,112567.60358810425,113545.35818099976,120368.24226379395,120977.78916358948,121008.36634635925,156833.6933851242
frame_1995,134458.22894573212,119140.79636335373,113638.82571458817,113217.01109409332,118113.31659555435,121327.03512907028,118203.72939109802,161901.05676651
frame_1996,131993.08514595032,118544.28797960281,113910.7346534729,112937.28649616241,119391.96288585663,122160.11434793472,119602.18846797943,161460.34002304077
frame_1997,128857.65731334686,116205.1185965538,114276.61031484604,117764.03337717056,121684.08930301666,121445.97619771957,118870.35518884659,160896.1522579193
frame_1998,130779.2216539383,115212.99928426743,113794.86322402954,114469.91562843323,120243.6089515686,119371.01930379868,121622.07067012787,164506.30128383636
frame_1999,136617.21348762512,117603.82354259491,114905.50637245178,111937.33662366867,116197.6233124733,117781.8551659584,118984.31926965714,165972.2924232483
frame_2000,134263.61978054047,121348.63436222076,114539.0272140503,114972.49454259872,123851.58240795135,121136.40457391739,116958.71502161026,152929.46994304657
frame_2001,130936.80143356323,120729.4762134552,114649.85460042953,113090.60454368591,117175.04262924194,122451.74497365952,121156.33487701416,159810.1556301117
frame_2002,134149.07455444336,115875.54216384888,114204.5333981514,113294.51948404312,118705.22052049637,120562.30753660202,117368.88438463211,165839.88070487976
frame_2003,141170.02487182617,120064.84717130661,113662.34719753265,112894.40095424652,119985.76670885086,118559.36795473099,118719.08605098724,154944.15163993835
frame_2004,130798.48885536194,122686.78098917007,114793.52414608002,113626.31618976593,119056.93262815475,120461.57568693161,117329.32925224304,161247.01499938965
frame_2005,133566.84148311615,121151.3951420784,113447.49480485916,114709.25807952881,119356.03618621826,123798.34800958633,117794.29018497467,156176.3435602188
frame_2006,127590.47746658325,118900.69395303726,113005.89144229889,113574.42289590836,121508.99320840836,121030.0549864769,121968.50776672363,162420.97318172455
frame_2007,137523.97894859314,120425.37331581116,114613.25734853745,114141.47913455963,119584.02395248413,119394.7046995163,120191.39528274536,154125.79476833344
frame_2008,130009.82999801636,117155.84993362427,113785.31903028488,114403.94073724747,122386.69395446777,124074.49632883072,123087.12303638458,155096.73953056335
frame_2009,132951.0509967804,121007.26366043091,115659.90000963211,114424.71295595169,123223.1929898262,125667.63162612915,117390.938103199,149675.26495456696
frame_2010,136564.13555145264,120454.22941446304,114373.87019395828,113448.70924949646,118128.39657068253,122121.21486663818,119703.009724617,155206.39717578888
frame_2011,131900.6085395813,117488.99519443512,114050.44794082642,113956.06398582458,120820.37329673767,123698.1600522995,119675.59158802032,158409.7594022751
frame_2012,139520.61533927917,123937.97934055328,115204.78129386902,115366.45144224167,118782.4234366417,121101.17077827454,121857.46431350708,144229.17366027832
frame_2013,134860.20267009735,119428.99972200394,115684.8669052124,114234.17180776596,122448.60827922821,123238.91371488571,121912.91153430939,148191.31791591644
frame_2014,128086.41791343689,117642.79007911682,113398.9617228508,112509.0941786766,120065.27185440063,119565.30064344406,120417.78117418289,168314.3675327301
frame_2015,131228.05953025818,122262.18730211258,115508.95869731903,114324.86772537231,123288.57183456421,124428.72673273087,121380.90282678604,147577.702999115
frame_2016,131002.7539730072,124692.47728586197,113976.90325975418,112163.53625059128,119086.59338951111,126124.39692020416,121323.03416728973,151630.32710552216
frame_2017,134145.67708969116,120980.06904125214,114068.04621219635,113601.71437263489,121250.07063150406,121388.85259628296,121668.05565357208,152897.53675460815
frame_2018,136722.66900539398,119170.45712471008,114224.32959079742,114660.90381145477,119798.6751794815,122049.41362142563,118357.55407810211,155015.9901380539
frame_2019,131851.1813879013,116767.81624555588,113769.2928314209,114424.80981349945,118640.67614078522,121250.63687562943,120173.77465963364,163121.81949615479
frame_2020,132691.44296646118,117025.62868595123,113875.8435845375,113593.51873397827,120741.91123247147,121543.86937618256,121812.8651380539,158714.8904800415
frame_2021,133375.8682012558,122214.9208188057,114719.9496626854,113443.94087791443,122860.49872636795,125401.72040462494,118479.19225692749,149503.97610664368
frame_2022,132272.76504039764,118604.91335391998,115088.12010288239,114627.36874818802,120074.13804531097,123643.83786916733,119210.98083257675,156477.8834581375
frame_2023,137290.50755500793,116066.04605913162,113953.41902971268,114688.53801488876,117687.36690282822,120394.95259523392,119874.2613196373,160044.89362239838
frame_2024,134754.04679775238,121834.46437120438,113743.10404062271,112857.6248884201,122622.61658906937,123729.98148202896,118353.60527038574,152104.60126399994
frame_2025,131989.21084403992,122616.41770601273,114997.0069527626,115157.74577856064,121575.4747390747,124283.18709135056,120884.82081890106,148496.1360692978
frame_2026,129894.6887254715,122484.15499925613,115150.76458454132,114335.04521846771,119699.83577728271,122501.52230262756,122176.4013171196,153757.54237174988
frame_2027,130945.01197338104,115571.57337665558,112044.86340284348,112622.74533510208,118461.9665145874,120548.88159036636,119270.01923322678,170534.96837615967
frame_2028,135865.4499053955,120578.333735466,114856.87643289566,114751.74874067307,118484.40766334534,120467.93103218079,119820.75124979019,155174.50869083405
frame_2029,134474.84374046326,117159.04623270035,113342.32985973358,112944.0888762474,119019.94794607162,122790.47071933746,119619.59302425385,160649.65724945068
frame_2030,132997.58732318878,119714.72948789597,116493.64233016968,113802.06793546677,121419.21371221542,120967.17208623886,121354.08073663712,153251.513838768
frame_2031,132445.85692882538,115164.10857439041,112978.62231731415,113779.29896116257,121242.38163232803,122224.05523061752,116627.0598769188,165538.60902786255
frame_2032,132830.76882362366,123085.08902788162,114494.15981769562,113506.16067647934,119669.8397397995,120708.67419242859,119662.30720281601,156042.97816753387
frame_2033,130625.21815299988,118220.58260440826,115059.59182977676,115236.85604333878,119673.9673614502,124267.85379648209,120602.86849737167,156313.03191184998
frame_2034,134942.72530078888,125594.57123279572,114917.39749908447,114414.0288233757,119258.65709781647,120789.09575939178,118797.9131937027,151285.61854362488
frame_2035,136699.8851299286,116773.66495132446,114501.88606977463,113955.21461963654,118993.05135011673,123432.82252550125,120793.6555147171,154849.8123884201
frame_2036,140342.50378608704,120576.53814554214,114605.45659065247,114997.498691082,120016.35134220123,123172.01495170593,119492.5531744957,146797.0609664917
frame_2037,132192.26896762848,121046.85604572296,114430.06992340088,113203.0189037323,118151.2326002121,119068.27986240387,118150.78556537628,163757.5328350067
frame_2038,130848.4822511673,119902.04453468323,114666.04471206665,113023.81753921509,119619.13108825684,123755.73068857193,116865.79883098602,161318.94290447235
frame_2039,134846.7767238617,115982.35368728638,114584.50555801392,113499.2241859436,118039.3397808075,120064.27347660065,118504.8371553421,164478.71923446655
frame_2040,136675.95386505127,120278.2541513443,113891.8548822403,112245.36597728729,116382.12203979492,119118.45207214355,118779.39105033875,162628.59106063843
frame_2041,133111.98353767395,120535.59720516205,114501.73705816269,112532.91368484497,120062.99942731857,119815.1707649231,118833.43011140823,160606.17566108704
frame_2042,142864.1974925995,117194.66000795364,114030.24196624756,112310.12642383575,117710.11352539062,116367.70516633987,118155.75510263443,161367.17796325684
frame_2043,138771.9213962555,117566.36202335358,114022.74668216705,113952.57711410522,121374.2047548294,117762.36444711685,116336.42017841339,160213.3959531784
frame_2044,132155.06076812744,116532.78768062592,114096.71604633331,112728.17105054855,118656.76194429398,120948.8958120346,118340.32088518143,166541.35286808014
frame_2045,133596.88222408295,118469.78962421417,114395.95371484756,114896.76684141159,119183.88307094574,122283.33204984665,119778.93114089966,157394.4091796875
frame_2046,137485.072016716,117912.8959774971,113831.19225502014,113543.33162307739,119417.9579615593,119324.79590177536,122123.05516004562,156361.6394996643
frame_2047,135987.0880842209,117269.1360116005,113619.93849277496,112142.86088943481,118007.77912139893,121213.83100748062,118474.04390573502,163285.32993793488
frame_2048,132280.51364421844,123299.5018362999,114508.43513011932,114191.58428907394,122360.26674509048,121961.13169193268,123808.10081958771,147590.4881954193
frame_2049,135840.83318710327,118381.18731975555,114628.33732366562,113133.53478908539,122936.77031993866,122880.10865449905,120047.1743941307,152152.07636356354
frame_2050,138076.2904882431,115982.36858844757,113820.76144218445,113958.32151174545,120423.77144098282,119848.27369451523,118000.42539834976,159889.817237854
frame_2051,134244.45688724518,121744.87113952637,114420.52572965622,113961.45820617676,117514.53578472137,118641.2125825882,120176.82939767838,159296.14007472992
frame_2052,128428.95090579987,121052.25026607513,115730.34524917603,114554.42756414413,117637.89504766464,121600.40438175201,122229.30043935776,158766.38889312744
frame_2053,132433.6975812912,118986.5693449974,116068.88473033905,114266.94691181183,118844.635784626,122351.88484191895,118754.64767217636,158292.68097877502
frame_2054,134448.00674915314,119459.6067070961,114391.17044210434,113380.97602128983,118113.42090368271,119401.64119005203,117985.97127199173,162819.2514181137
frame_2055,132637.26234436035,120353.16228866577,113506.06381893158,112799.36134815216,119030.77363967896,120796.43458127975,121302.70153284073,159574.2553472519
frame_2056,132758.58759880066,120086.93069219589,113321.06590270996,113941.69181585312,119418.4273481369,121086.88801527023,121952.65293121338,157433.73334407806
frame_2057,137466.47536754608,116430.93824386597,113585.98619699478,114590.65228700638,121765.30063152313,116742.91640520096,118982.17350244522,160435.58716773987
frame_2058,136081.41243457794,117182.92534351349,114145.88987827301,113867.3648238182,118468.96260976791,120431.47534132004,123492.00248718262,156329.9298286438
frame_2059,138225.62992572784,119403.26541662216,113968.02961826324,112325.37031173706,121387.45933771133,120340.53355455399,119697.39198684692,154652.35710144043
frame_2060,127780.020236969,117726.34088993073,114080.56318759918,112604.55846786499,119346.15671634674,121006.98053836823,117058.94768238068,170396.41737937927
frame_2061,140712.30590343475,118869.31955814362,114388.3541226387,112928.68852615356,118324.69701766968,123949.30422306061,118155.5986404419,152671.7245578766
frame_2062,134240.61238765717,120817.1546459198,113585.27839183807,113399.78128671646,120333.32884311676,121505.14870882034,121832.02058076859,154286.6677045822
frame_2063,134598.46377372742,119363.31540346146,114655.07000684738,118477.01668739319,120898.64909648895,121545.15832662582,120905.02679347992,149557.30736255646
frame_2064,130284.24978256226,122850.35103559494,115391.03090763092,113431.4313530922,122095.31664848328,122646.95763587952,121275.395154953,152025.2227783203
frame_2065,144736.02175712585,120566.66612625122,115796.95343971252,113086.45457029343,117797.63549566269,119810.0745677948,119497.8579878807,148708.38820934296
frame_2066,128398.597240448,119420.03667354584,114379.48793172836,113385.30480861664,118479.55733537674,118290.08162021637,117032.21499919891,170614.65978622437
frame_2067,132124.97532367706,117078.23723554611,115833.3271741867,115102.55187749863,119285.53134202957,122996.93375825882,119679.32432889938,157899.1264104843
frame_2068,138076.052069664,121002.24941968918,115411.31883859634,117212.75746822357,119841.47876501083,120101.66049003601,119707.84515142441,148646.63779735565
frame_2069,134949.29671287537,120874.68802928925,114111.78857088089,112347.34952449799,118306.12272024155,123058.17753076553,121212.76557445526,155139.78898525238
frame_2070,132992.2080039978,117017.2318816185,113808.88521671295,114236.78696155548,120980.30000925064,118144.57178115845,119365.18549919128,163454.8157453537
frame_2071,142233.99758338928,127389.28198814392,116318.17370653152,112868.36862564087,122636.56407594681,126408.48755836487,117288.32125663757,134856.84990882874
